,SongName
5176,Black Diamond
5177,You Love Me to Hate You
5178,She
5179,Strutter
5180,A World Without Heroes
5181,Save Your Love.2
5182,Rock and Roll All Nite
5183,God of Thunder
5184,Take Me
5185,Save Your Love.1
5186,I Was Made for Lovin' You
5187,I've Had Enough (Into the Fire)
5188,Under the Rose
5189,Outta This World
5190,Strange Ways
5191,Calling Dr. Love
5192,I Was Made for Loving You Baby
5193,Plaster Caster.1
5194,Shout It Out Loud.1
5195,Sure Know Something
5196,Hard Luck Woman
5197,Tears Are Falling
5198,Shock Me.1
5199,Got to Choose
5200,Don't Marry Her
5201,A Taste of Honey
5202,So What's New?
5203,A Banda
5204,A Taste of Honey.1
5205,South of the Border
5206,Tijuana Taxi
5207,Zorba's Dance
5208,Zorba's Dance.1
5209,It's All in the Game
5210,Guess Things Happen That Way
5211,Ring Of Fire
5212,Sunday Mornin' Comin' Down
5213,When You're Twenty-One
5214,Ballad Of A Teenage Queen
5215,Folsom Prison Blues
5216,I Walk The Line.1
5217,I Walk The Line
5218,Ring Of Fire.2
5219,Silent Night
5220,Sunday Morning Comin' Down (live)
5221,Ring Of Fire.1
5222,A Boy Named Sue
5223,1999
5224,The Most Beautiful Girl in the World.3
5225,Let's Go Crazy.3
5226,Let's Go Crazy.2
5227,The Most Beautiful Girl in the World.2
5228,When Doves Cry
5229,Let's Go Crazy.1
5230,The Most Beautiful Girl in the World.1
5231,Cream.2
5232,Get Off.1
5233,Let's Go Crazy.4
5234,Papa
5235,Cream.3
5236,Dolphin
5237,Cream.1
5238,Take Me With U
5239,"Do Me, Baby"
5240,Raspberry Beret.2
5241,Let's Go Crazy
5242,Interactive
5243,Diamonds & Pearls.1
5244,Batdance.1
5245,Raspberry Beret.3
5246,Raspberry Beret.1
5247,Little Red Corvette
5248,Get Off
5249,Diamonds & Pearls.2
5250,Raspberry Beret.4
5251,You Got the Look
5252,Purple Rain.2
5253,The Most Beautiful Girl in the World
5254,Purple Rain.1
5255,Let It Go.2
5256,I Feel for You
5257,Kiss Kiss.5
5258,Kiss Kiss.4
5259,Diamonds & Pearls
5260,You Got the Look.1
5261,Let It Go.3
5262,Sign o' the Times.1
5263,Kiss Kiss
5264,Let It Go.1
5265,U Got the Look
5266,I Wanna Be Your Lover
5267,I Would Die 4 U
5268,Kiss Kiss.3
5269,Kiss Kiss.2
5270,Raspberry Beret
5271,Sign o' the Times
5272,When You Were Mine
5273,Kiss Kiss.1
5274,Mountains
5275,Let It Go
5276,Batdance
5277,Cream
5278,1999.5
5279,Interactive.1
5280,The Ballad of Dorothy Parker
5281,1999.4
5282,Little Red Corvette.1
5283,1999.6
5284,The Arms of Orion
5285,Little Red Corvette.2
5286,Gold
5287,U Got the Look.1
5288,Nothing Compares 2 U.1
5289,1999.3
5290,When Doves Cry.3
5291,Purple Rain
5292,Nothing Compares 2 U
5293,When Doves Cry.2
5294,1999.2
5295,The Beautiful Ones
5296,I Could Never Take the Place of Your Man
5297,U Got the Look.2
5298,When Doves Cry.1
5299,1999.1
5300,Ti amo
5301,Hold The Line.1
5302,Hold The Line.2
5303,I'll Be Over You.1
5304,Rosanna.1
5305,Somewhere Tonight
5306,Rosanna.3
5307,Rosanna.2
5308,I Won't Hold You Back
5309,Make Believe
5310,Hold The Line
5311,Rosanna.5
5312,Africa
5313,Stop Loving You
5314,Rosanna.4
5315,I Will Remember
5316,Africa.3
5317,Don't Chain My Heart
5318,A Thousand Years
5319,Africa.2
5320,Africa.1
5321,Africa.5
5322,Africa.4
5323,Africa.6
5324,Stop Loving You.1
5325,Africa.7
5326,Georgy Porgy.1
5327,Pamela
5328,A Secret Love
5329,Georgy Porgy
5330,Georgy Porgy.2
5331,I'll Be Over You
5332,Pamela.1
5333,Rosanna
5334,Somewhere Tonight.1
5335,Laugh Laugh
5336,Give Me One Reason
5337,Another Day in Paradise
5338,One More Night.7
5339,Against All Odds
5340,Take Me Home.1
5341,Saturday Night and Sunday Morning
5342,Do You Remember.1
5343,One More Night.6
5344,One More Night.4
5345,Do You Remember.3
5346,One More Night.5
5347,Do You Remember.2
5348,True Colours
5349,One More Night.1
5350,You Can't Hurry Love
5351,In The Air Tonight.1
5352,Sussudio.1
5353,One More Night.2
5354,In The Air Tonight.2
5355,Sussudio.2
5356,In The Air Tonight.3
5357,One More Night.3
5358,Don't Lose My Number
5359,Against All Odds.1
5360,I Don't Care Anymore
5361,Saturday Night and Sunday Morning.1
5362,Something Happened on the Way to Heaven
5363,Against All Odds.2
5364,Everyday
5365,Do You Remember
5366,Against All Odds.3
5367,Easy Lover.4
5368,One More Night
5369,Both Sides Of The Story
5370,Against All Odds.7
5371,Against All Odds.6
5372,Easy Lover.1
5373,You Can't Hurry Love.1
5374,Easy Lover.3
5375,Against All Odds.4
5376,Against All Odds.5
5377,Easy Lover.2
5378,Inside Out.2
5379,Two Hearts.1
5380,Inside Out
5381,Another Day in Paradise.6
5382,I Wish It Would Rain Now
5383,Another Day in Paradise.4
5384,Inside Out.1
5385,Every Day
5386,I Wish It Would Rain Down
5387,Two Hearts.2
5388,Two Hearts.3
5389,Another Day in Paradise.5
5390,Sussudio
5391,Another Day in Paradise.1
5392,You'll Be in My Heart
5393,Another Day in Paradise.2
5394,Another Day in Paradise.3
5395,A Groovy Kind of Love.2
5396,A Groovy Kind of Love.3
5397,In The Air Tonight
5398,Don't Lose My Number.2
5399,A Groovy Kind of Love.1
5400,A Groovy Kind of Love
5401,Don't Lose My Number.1
5402,Something Happened on the Way to Heaven.1
5403,Dance Into the Night
5404,The West Side
5405,A Groovy Kind of Love.4
5406,Two Hearts
5407,Every Day.1
5408,Take Me Home
5409,Something Happened on the Way to Heaven.2
5410,Hang In Long Enough
5411,Easy Lover
5412,Something Happened on the Way to Heaven.3
5413,Norwegian Wood
5414,Whoomp (There It Is)
5415,Whoomp (There It Is).1
5416,Simply Irresistible.2
5417,Simply Irresistible.1
5418,Some Guys Have All the Luck
5419,Know By Now
5420,I'll Be Your Baby Tonight
5421,Early in the Morning
5422,Mercy Mercy Me   I Want You
5423,Simply Irresistible
5424,Addicted to Love.4
5425,Addicted to Love.5
5426,Addicted to Love.6
5427,Addicted to Love.2
5428,Every Kind of People
5429,Addicted to Love.3
5430,Addicted to Love.1
5431,Simply Irrestible
5432,I'll Be Your Baby Tonight.1
5433,"Bad Case Of Lovin' You ( Doctor, Doctor).1"
5434,"Bad Case Of Lovin' You ( Doctor, Doctor)"
5435,Addicted to Love
5436,Chord Change
5437,The Snow Goose.1
5438,The Snow Goose
5439,Rain Dances
5440,Song Within a Song
5441,I Go Crazy
5442,Cool Night
5443,If I Should Lose You.1
5444,Londonderry Air
5445,Ellington Medley: Cotton Tail   I Didn't Know About You   Don't Get Around Much Anymore   I'm Beginning to See the Light
5446,I'll Remember April
5447,Happy Days Are Here Again
5448,Lullaby of Birdland
5449,Roses of Picardy
5450,Someone to Watch Over Me
5451,Too Close for Comfort
5452,The Nearness of You
5453,I Can't Get Started
5454,Beautiful Love
5455,September in the Rain
5456,If I Should Lose You
5457,Unter dem Doppeladler
5458,Whatta Man
5459,Let's Talk About Sex.1
5460,Let's Talk About Sex
5461,Sunny Came Home
5462,Tha Crossroads
5463,Days of Our Livez
5464,Look Into My Eyes
5465,Help Me Make It Through the Night
5466,Bring It All to Me
5467,Hope Has a Place
5468,Shepherd Moons
5469,Cursum Perficio.1
5470,Lothlorien.1
5471,Once You Had Gold.1
5472,How Can I Keep From Singing
5473,Na Laetha Geal M'Oige
5474,Watermark
5475,On Your Shore.1
5476,Exile
5477,Hope Has a Place.1
5478,I Want Tomorrow.1
5479,How Can I Keep From Singing.1
5480,Tea - House Moon.1
5481,Orinoco Flow.1
5482,The Sun in the Stream.1
5483,Caribbean Blue
5484,Cursum Perficio
5485,Orinoco Flow.2
5486,Anywhere Is
5487,Marble Halls
5488,No Holly For Miss Quinn
5489,On My Way Home.2
5490,Lothlorien
5491,The Memory of Trees
5492,Caribbean Blue.1
5493,I Want Tomorrow
5494,The Sun in the Stream
5495,Fairytale.1
5496,On My Way Home.1
5497,Miss Clare Remembers
5498,Caribbean Blue.3
5499,Boadicea.1
5500,Out of the Blue.1
5501,China Roses
5502,Caribbean Blue.2
5503,No Holly For Miss Quinn.1
5504,Out of the Blue
5505,Evening Eall.1
5506,On My Way Home
5507,No Holly For Miss Quinn.2
5508,The Long Ships.1
5509,From Where I Am
5510,Epona
5511,The Long Ships
5512,Boadicea
5513,Marble Halls.1
5514,Once You Had Gold
5515,Anywhere Is.3
5516,Bard Dance
5517,Anywhere Is.2
5518,Evening Eall
5519,Only Time
5520,On Your Shore
5521,Oriel Window
5522,Miss Clare Remembers.1
5523,Anywhere Is.1
5524,Exile.1
5525,Epona.1
5526,Na Laetha Geal M'Oige.1
5527,Bard Dance.2
5528,Oriel Window.1
5529,Only If
5530,Bard Dance.1
5531,Book Of Days
5532,Orinoco Flow (Sail Away)
5533,Orinoco Flow
5534,Orinoco Flow (Sail Away).1
5535,Athair Ar Neamh
5536,Fairytale
5537,Watermark.1
5538,Shepherd Moons.1
5539,May It Be
5540,Ebudae
5541,Tea - House Moon
5542,China Roses.1
5543,Watermark.2
5544,Amore bello
5545,Questo piccolo grande amore
5546,E tu come stai?
5547,Fotografie
5548,Hey Jealousy.1
5549,Follow You Down
5550,Hey Jealousy
5551,Till I Hear It From You
5552,Allison Road
5553,Til I Hear It From You
5554,Wild Thing
5555,Speciale aanbieding
5556,Leader Of The Band
5557,Same Old Lang Syne
5558,Longer
5559,Cocaine
5560,Cocaine.1
5561,Der Junge mit der Mundharmonika.1
5562,Der Junge mit der Mundharmonika
5563,Ein Madchen wie du
5564,Love Won't Wait
5565,Open Road
5566,In A Gadda Da Vida
5567,In A Gadda Da Vida.1
5568,Let Your Love Flow.1
5569,If I Said You Had a Beautiful Body (Would You Hold It Against Me)
5570,Crossfire
5571,I Need More of You
5572,Let Your Love Flow
5573,On a Summer Night
5574,Axel F.2
5575,Axel F.1
5576,Axel F
5577,Wer hat dir das Kussen beigebracht
5578,Sacramento.1
5579,Chirpy Chirpy Cheep Cheep
5580,Sacramento
5581,Chirpy Chirpy Cheep Cheep.1
5582,Wishing on a Star
5583,Mendocino
5584,The Bad Touch (Eiffel 65 extended mix)
5585,Fire Water Burn.1
5586,Fire Water Burn
5587,The Bad Touch
5588,And The Beat Goes On
5589,Rock Steady
5590,What's Goin' On
5591,Mercy Mercy Me (The Ecology).1
5592,(Sexual) Healing
5593,Let's Get It On
5594,What's Goin' On.1
5595,Ain't No Mountain High Enough
5596,(Sexual) Healing.1
5597,Mercy Mercy Me (The Ecology)
5598,(Sexual) Healing.2
5599,(Sexual) Healing.3
5600,I Heard It Through The Grapevine.1
5601,I Heard It Through The Grapevine
5602,Dragula.1
5603,Demonoid Phenomenon
5604,Dragula
5605,The Camera Eye.2
5606,"Beneath, Between & Behind"
5607,Rivendell
5608,Limelight.2
5609,Limelight.3
5610,YYZ
5611,Turn the Page
5612,Mission
5613,The Camera Eye.1
5614,Cygnus X-1 Book II Hemispheres: PreludeApollo-DionysusArmageddonCygnusThe Sphere.1
5615,The Camera Eye
5616,Subdivisions
5617,Limelight.1
5618,Dreamline
5619,Red Lenses
5620,Closer to the Heart
5621,Broon's Bane.1
5622,Middletown Dreams
5623,New World Man
5624,Cinderella Man
5625,A Farewell to Kings.1
5626,2112
5627,In the Mood.1
5628,Chemistry
5629,Losing It
5630,Countdown
5631,Countdown.1
5632,Red Barchetta
5633,Something for Nothing
5634,The Twilight Zone
5635,Lakeside Park
5636,Pieces of Eight
5637,Tom Sawyer
5638,Mission.1
5639,Between Sun & Moon
5640,YYZ.1
5641,Spirit of Radio.1
5642,Vital Signs
5643,Digital Man
5644,Leave That Thing Alone
5645,Mission.2
5646,The Body Electric
5647,YYZ.2
5648,Territories
5649,Different Strings
5650,Spirit of Radio.2
5651,Time and Motion
5652,Time Stand Still.1
5653,In the Mood
5654,Marathon
5655,Fly by Night
5656,Spirit of Radio
5657,Losing It.1
5658,Grand Designs
5659,Free Will
5660,Subdivisions.4
5661,A Farewell to Kings
5662,Bastille Day
5663,Manhattan Project.1
5664,Before and After
5665,Losing It.2
5666,By-Tor and the Snow Dog
5667,Pieces of Eight.1
5668,Fly by Night.1
5669,Witch Hunt
5670,Vital Signs.1
5671,Subdivisions.3
5672,The Big Money
5673,Subdivisions.2
5674,The Weapon
5675,The Enemy Within
5676,Time Stand Still
5677,Distant Early Warning
5678,Stick It Out
5679,Subdivisions.1
5680,The Trees
5681,Jacob's Ladder
5682,Cygnus X-1
5683,Madrigal
5684,Mystic Rhythms
5685,Kid Gloves
5686,Closer to the Heart.1
5687,Manhattan Project
5688,Red Barchetta.1
5689,The Analog Kid
5690,A Passage to Bangkok
5691,La Villa Strangiato
5692,Closer to the Heart.3
5693,Circumstances
5694,Need Some Love
5695,Closer to the Heart.2
5696,Best I Can
5697,Roll The Bones
5698,Red Barchetta.2
5699,Cygnus X-1 Book II Hemispheres: PreludeApollo-DionysusArmageddonCygnusThe Sphere
5700,Emotion Detector
5701,Tom Sawyer.1
5702,"Cygnus X-1, Book II: Hemispheres: I. Prelude   II. Apollo: Bringer of Wisdom   III. Dionysus: Bringer of Love   IV. Armageddon: The Battle of Heart and Mind   V. Cygnus: Bringer of Balance   VI. The Sphere: A Kind of Dream"
5703,The Necromancer
5704,Working Man
5705,Broon's Bane
5706,Red Sector A
5707,Time and Motion.1
5708,The Fountain of Lamneth: I. In the Valley   II. Didacts and Narpets   III. No One at the Bridge   IV. Panacea   V. Bacchus Plateau   VI. The Fountain
5709,Tom Sawyer.2
5710,Madrigal.1
5711,Limelight
5712,Between the Wheels
5713,Making Memories
5714,Indian Reservation
5715,No Rain.1
5716,No Rain
5717,Don't Worry
5718,The Crying Game
5719,Everything I Own
5720,I'll Have To Say I Love You In A Song
5721,You Don't Mess Around With Jim
5722,Operator
5723,Time in a Bottle
5724,Bad Bad Leroy Brown
5725,Love & Devotion.1
5726,Love Is a Stranger
5727,One More Time
5728,Runaway
5729,Automatic Lover (Call for Love)
5730,Another Night.1
5731,Another Night.2
5732,Another Night.3
5733,It's on You
5734,Automatic Lover (Call for Love).1
5735,Love & Devotion
5736,Run Away
5737,Another Night
5738,Too Late Now
5739,Tuxedo Junction
5740,Our Day Will Come
5741,Stormy Blues
5742,I Only Have Eyes For You
5743,Against the Wind.1
5744,We've Got Tonight
5745,Night Moves
5746,Turn the Page
5747,Against the Wind.2
5748,Against the Wind.3
5749,Against the Wind
5750,Hollywood Nights
5751,Still The Same
5752,Still The Same.1
5753,Blind Love
5754,Turn the Page.1
5755,Till It Shines
5756,Mainstreet
5757,Old Time Rock & Roll
5758,Fire Lake
5759,Going Back To My Roots
5760,Move Your Body
5761,Snowbird
5762,You Needed Me
5763,Whole Lotta Loving
5764,I'm Gonna Be a Wheel Someday
5765,Hello Josephine
5766,Blue Monday
5767,When the Saints Go Marchin' In
5768,Blueberry Hill
5769,Kansas City
5770,When the Saints Go Marchin' In.1
5771,Hello Josephine.1
5772,Darktown Strutters' Ball
5773,I'm Walking.2
5774,Blueberry Hill.4
5775,I'm Walking.1
5776,I'm Walking
5777,Blueberry Hill.5
5778,Blueberry Hill.1
5779,Blueberry Hill.2
5780,Blueberry Hill.3
5781,Vivir Lo Nuestro
5782,Hasta Ayer
5783,You Sang to Me
5784,I Need to Know
5785,Le Masque de Zorro: I Want to Spend My Lifetime Loving You
5786,No Me Ames
5787,Ti Amo
5788,Deine Spuren im Sand
5789,Mit viel viel Herz
5790,Du bist die Antwort fur mich.1
5791,Du bist die Antwort fur mich
5792,Mit viel viel Herz.1
5793,One More Dance in Blue
5794,Hello Again
5795,Nachts wenn alles schlaft
5796,Hello Again.1
5797,Willkommen auf der Titanic
5798,Hello Again.2
5799,Kein Typ fur eine Nacht
5800,"Calypso, Part 2"
5801,"Oxygene, Part 4.2"
5802,"Oxygene, Part 4.3"
5803,"Oxygene, Part 6.1"
5804,"Equinoxe, Part 4"
5805,"Oxygene, Part 4.1"
5806,Calypso (Part 1)
5807,"Oxygene, Part 6.2"
5808,"Equinoxe, Part 5"
5809,"Oxygene, Part 4.4"
5810,"Chronologie, Part 8"
5811,"Chronologie, Part 3.1"
5812,"Calypso, Part 2.1"
5813,Arpeggiator
5814,"Oxygene, Part 1"
5815,"Les chants magnetiques, Part 2"
5816,Calypso (Part 1).2
5817,Orient Express
5818,"Chronologie, Part 4.1"
5819,Calypso (Part 1).1
5820,"Oxygene, Part 3"
5821,Orient Express.1
5822,Waiting for Cousteau
5823,"Oxygene, Part 6"
5824,"Oxygene, Part 4"
5825,Rendez-vous 2
5826,"Equinox, Part 5"
5827,Souvenir of China
5828,"Magnetic Fields, Part 1"
5829,"Oxygene, Part 8 (Dado FM remix)"
5830,"Second Rendez-vous, Part 2"
5831,Souvenir de Chine
5832,Souvenir of China.1
5833,Calypso (Part 3)
5834,"Chronologie, Part 4"
5835,Calypso
5836,Equinox Part 4
5837,Industrial Revolution: Overture
5838,Chronologie 4
5839,"Chronologie, Part 3"
5840,"Chronologie, Part 2"
5841,Rock With You
5842,Games People Play.1
5843,Sweat (A La La La Song)
5844,Games People Play
5845,Rock With You.1
5846,Sweat (A La La La Song).1
5847,Rock With You.3
5848,Bad to the Bone
5849,Rock With You.2
5850,Sweat (A La La La Song).2
5851,What's Up
5852,What's Up.5
5853,What's Up.4
5854,What's Up.1
5855,What's Up.3
5856,What's Up.2
5857,Big in Japan
5858,Forever Young
5859,Achy Breaky Heart
5860,Once in a Lifetime
5861,And She Was
5862,Wild Wild Life.1
5863,Psycho Killer
5864,Take Me to the River.1
5865,And She Was.1
5866,And She Was.2
5867,Wild Wild Life
5868,Take Me to the River
5869,Burning Down the House
5870,Walking In Memphis
5871,Island Girl.2
5872,Crocodile Rock
5873,Circle of Life
5874,Bennie & The Jets
5875,Island Girl.3
5876,Crocodile Rock.1
5877,Philadelphia Freedom.1
5878,Crocodile Rock.3
5879,Island Girl.1
5880,Don't Go Breaking My Heart
5881,Goodby Yellow Brick Road.4
5882,Crocodile Rock.2
5883,Someone Saved My Life Tonight
5884,Sixty Years On
5885,Sacrifice.2
5886,Goodby Yellow Brick Road.1
5887,A Word in Spanish
5888,Madman Across the Water
5889,Sacrifice.3
5890,Skyline Pigeon
5891,Club at the End of the Street
5892,Sad Songs (Say So Much)
5893,Sacrifice.1
5894,I'm Still Standing
5895,Goodby Yellow Brick Road.3
5896,Goodby Yellow Brick Road.2
5897,Blue Eyes
5898,We All Fall in Love Sometimes
5899,Made in England
5900,Blue Eyes.4
5901,Sorry Seems To Be The Hardest Word.1
5902,I'm Still Standing.4
5903,Blue Eyes.5
5904,Your Song
5905,I Guess That's Why They Call It the Blues.4
5906,A Word in Spanish.1
5907,The One
5908,I Guess That's Why They Call It the Blues.5
5909,Blue Eyes.6
5910,Tiny Dancer
5911,Bennie and the Jets
5912,Nikita
5913,Blue Eyes.2
5914,I Guess That's Why They Call It the Blues.1
5915,I'm Still Standing.3
5916,I'm Still Standing.2
5917,Blue Eyes.3
5918,Empty Garden (Hey Hey Johnny)
5919,I Don't Wanna Go On With You Like That
5920,Blue Eyes.1
5921,I Guess That's Why They Call It the Blues.2
5922,I Guess That's Why They Call It the Blues.3
5923,I'm Still Standing.1
5924,Sacrifice
5925,Sorry Seems To Be The Hardest Word
5926,Burn Down the Mission
5927,Don't Go Breaking My Heart.1
5928,The One.2
5929,Candle in the Wind.5
5930,Island Girl
5931,Candle in the Wind.4
5932,Little Jeanie
5933,Don't Let the Sun Go Down
5934,Rocket Man
5935,The One.3
5936,Song for Guy.2
5937,Honky Cat
5938,The One.1
5939,Don't Go Breaking My Heart.2
5940,Take Me to the Pilot
5941,Candle in the Wind.6
5942,Nikita.4
5943,Nikita.5
5944,Candle in the Wind.7
5945,Border Song.1
5946,Goodby Yellow Brick Road
5947,Song for Guy.1
5948,Funeral for a Friend.1
5949,The One.4
5950,Son of Your Father
5951,Candle in the Wind.3
5952,Border Song
5953,Nikita.1
5954,Candle in the Wind
5955,Bennie & The Jets.1
5956,Candle in the Wind.2
5957,The One.5
5958,Empty Garden
5959,Saturday Night's Allright
5960,Daniel.2
5961,Bennie and the Jets.1
5962,Nikita.2
5963,Funeral for a Friend
5964,Nikita.3
5965,Candle in the Wind.1
5966,Bennie & The Jets.2
5967,Philadelphia Freedom
5968,Believe
5969,Daniel.1
5970,Rocket Man.6
5971,I Don't Wanna Go On With You Like That.3
5972,I Don't Wanna Go On With You Like That.2
5973,Your Song.6
5974,Blessed
5975,Don't Let The Sun Go Down On Me
5976,I Guess That's Why They Call It the Blues
5977,Your Song.4
5978,Pinball Wizard
5979,Rocket Man.5
5980,Something About the Way You Look Tonight
5981,I Don't Wanna Go On With You Like That.1
5982,Rocket Man.4
5983,Your Song.5
5984,Can You Feel the Love Tonight
5985,Believe.1
5986,Don't Let The Sun Go Down On Me.2
5987,Your Song.1
5988,You Gotta Love Someone
5989,Sad Songs (Say So Much).1
5990,Rocket Man.1
5991,Song for Guy
5992,Believe.2
5993,Blessed.1
5994,Don't Let The Sun Go Down On Me.1
5995,Daniel
5996,Your Song.2
5997,Rocket Man.3
5998,I Want Love
5999,Rocket Man.2
6000,Your Song.3
6001,Believe.3
6002,Song for My Children
6003,Thirty-Three.1
6004,"Tonight, Tonight"
6005,"Tonight, Tonight.1"
6006,Quiet
6007,"Tonight, Tonight.2"
6008,Disarm.1
6009,Today
6010,Disarm
6011,Ava Adore
6012,Mayonaise
6013,Perfect
6014,Mellon Collie and the Infinite Sadness
6015,Thirty-Three
6016,Zero.1
6017,Clones (We're All)
6018,Silverfuck
6019,To Forgive
6020,Bullet With Butterfly Wings
6021,Zero
6022,Drown
6023,Landslide
6024,Today.5
6025,Today.4
6026,Bodies
6027,Cherub Rock
6028,Today.6
6029,Cherry
6030,Today.3
6031,Today.2
6032,Eye
6033,Today.1
6034,Love
6035,1979.1
6036,Thru the Eyes of Ruby
6037,1979.3
6038,1979.2
6039,1979
6040,Jellybelly
6041,Tonite (reprise)
6042,Cupid de Locke
6043,1979.4
6044,"Der Sommer, als Jenny sich verliebte"
6045,Keep on Smiling.1
6046,Keep on Smiling
6047,Love Is a Wonderful Thing
6048,When a Man Loves a Woman
6049,Soul of My Soul
6050,How Can We Be Lovers
6051,Steel Bars
6052,How Can We Be Lovers.2
6053,Love Is a Wonderful Thing.1
6054,How Am I Supposed to Live Without You.4
6055,How Can We Be Lovers.1
6056,How Am I Supposed to Live Without You
6057,Soul Provider
6058,How Am I Supposed to Live Without You.1
6059,How Am I Supposed to Live Without You.3
6060,A Love So Beautiful
6061,How Am I Supposed to Live Without You.2
6062,Go The Distance
6063,Whiter Shade of Pale
6064,To Love Somebody
6065,"Diego, libre dans sa tete"
6066,Rock On
6067,I'd Lie for You (And That's the Truth)
6068,Rock and Roll Dreams Come Through
6069,I Would Do Anything for Love.1
6070,I Would Do Anything for Love
6071,Bat Out of Hell
6072,Paradise By The Dashboard Light
6073,I'll Do Anything for Love (But I Won't Do That)
6074,Paradise By The Dashboard Light.1
6075,I'd Do Anything for Love (But I Won't Do That)
6076,Bat Out of Hell.1
6077,I'd Do Anything for Love (But I Won't Do That).1
6078,For Crying Out Loud
6079,Bat Out of Hell.3
6080,Two Out Of Three Ain't Bad
6081,Bat Out of Hell.2
6082,I'd Do Anything for Love (But I Won't Do That).2
6083,Bat Out of Hell.4
6084,Fooled Around and Fell in Love
6085,Fooled Around and Fell in Love.1
6086,When I Fall in Love
6087,Sorvolando Eilat
6088,Quello che le donne non dicono.1
6089,L'amore con l'amore si paga
6090,Il cielo d'Irlanda.1
6091,I treni a vapore
6092,L'altra madre
6093,Il cielo d'Irlanda.2
6094,I Dubbi dell'Amore
6095,Pescatore
6096,I treni a vapore.2
6097,Le notti di maggio
6098,I treni a vapore.3
6099,I treni a vapore.1
6100,Belle speranze
6101,Il cielo d'Irlanda
6102,Il Tempo Non Torna Piu
6103,Crazy Boy
6104,Quello che le donne non dicono
6105,Non sono un cantautore
6106,Come si cambia
6107,Il Tempo Non Torna Piu.1
6108,Gli amanti
6109,Pour un Flirt
6110,Pour un Flirt.1
6111,Country Grammar (Hot ...)
6112,A Teenager in Love
6113,The Wanderer
6114,Shananana (lass' uns leben)
6115,"Immer wieder, immer mehr.1"
6116,Du bist Leben fur mich
6117,Wie der Wind wehst du mir ins Gesicht
6118,Schenk' mir diese eine Nacht
6119,Eis im Vulkan.1
6120,Eis im Vulkan
6121,"Immer wieder, immer mehr"
6122,Party Mix 4: Weil dein Herz dich verrat Du bist alles auf dieser Welt Wenn du einsam bist Sandy Goodbye Liebe kann so viel verzeihen Tief in der Nacht Lieb' mich mit Leib und Seele
6123,Shananana (lass' uns leben).1
6124,Shananana (lass' uns leben).2
6125,Weil dein Herz dich verrat
6126,Schenk' mir diese eine Nacht.2
6127,Bis in alle Ewigkeit
6128,Schenk' mir diese eine Nacht.1
6129,I Want You to Want Me
6130,Dream Police.1
6131,Don't Be Cruel
6132,Can't Stop Fallin' Into Love
6133,The Flame
6134,The Flame.1
6135,Dream Police
6136,Baby Don't Change Your Mind
6137,The Way We Were Try to Remember
6138,Bladerunner.2
6139,Bladerunner.1
6140,Chung Kuo
6141,Chariots of Fire
6142,Bladerunner
6143,Chariots of Fire.2
6144,To The Unknown Man.1
6145,Chariots of Fire.3
6146,Chariots of Fire.1
6147,Hymne
6148,Chariots of Fire.4
6149,Chariots of Fire.5
6150,Movement 2
6151,1492: Conquest of Paradise
6152,1492: Conquest of Paradise.2
6153,1492: Conquest of Paradise.3
6154,I Hear You Now
6155,1492: Conquest of Paradise.1
6156,To The Unknown Man
6157,Voices
6158,1492: Conquest of Paradise.4
6159,"The Key, the Secret"
6160,"The Key, the Secret.1"
6161,Two Divided by Love
6162,Sooner or Later.1
6163,Let's Live for Today
6164,Midnight Confession
6165,Sooner or Later
6166,Temptation Eyes.1
6167,Temptation Eyes
6168,Songbird
6169,Songbird.1
6170,"Paris and Helena, Gavotte"
6171,Ballet des ombres heureuses (Orfeo ed Euridice)
6172,Yah Mo B There
6173,Only Love
6174,Why Worry?
6175,La Golondrina
6176,Weisse Rosen aus Athen
6177,Weisse Rosen aus Athen.1
6178,Everybody (Backstreet's Back).1
6179,I Want It That Way
6180,Everybody (Backstreet's Back).3
6181,Show Me The Meaning of Being Lonely.1
6182,As Long as You Love Me.5
6183,As Long as You Love Me.4
6184,Everybody (Backstreet's Back).2
6185,All I Have to Give.3
6186,Everybody (Backstreet's Back).6
6187,Get Down
6188,We've Got It Goin' On
6189,I'll Never Break Your Heart
6190,As Long as You Love Me.1
6191,It's Gotta Be You
6192,All I Have to Give.2
6193,As Long as You Love Me
6194,Everybody (Backstreet's Back).5
6195,Larger Than Life
6196,As Long as You Love Me.3
6197,As Long as You Love Me.2
6198,The Call
6199,Back to Your Heart.1
6200,Everybody (Backstreet's Back).4
6201,All I Have to Give.1
6202,Shape of My Heart
6203,Spanish Eyes
6204,Get Down.2
6205,Get Down.3
6206,My Heart Stays With You
6207,I Want It That Way.1
6208,"10,000 Promises"
6209,I Want It That Way.3
6210,Get Down.1
6211,The One
6212,I Want It That Way.2
6213,Get Down.4
6214,Get Down.5
6215,No One Else Comes Close
6216,Quit Playin' Games.2
6217,We've Got It Going On
6218,Get Down.7
6219,Get Down.6
6220,Quit Playin' Games.1
6221,No One Else Comes Close.1
6222,I'll Never Break Your Heart.2
6223,The One.2
6224,The Call.1
6225,I Need You Tonight
6226,The One.3
6227,I'll Never Break Your Heart.3
6228,Drowning
6229,I'll Never Break Your Heart.1
6230,The One.1
6231,Show Me The Meaning of Being Lonely
6232,Spanish Eyes.1
6233,Back to Your Heart
6234,All I Have to Give
6235,Everybody (Backstreet's Back)
